time,type,text,avc_Vehicle.lane_id,avc_Vehicle.vehicle_id,avc_Vehicle.speed,avc_Vehicle.vehicle_class,avc_Vehicle.vehicle_class_ai,avc_Vehicle.length,avc_Vehicle.confidence,avc_Vehicle.detector_type,source.id
2025-03-04T07:33:22.489000+02:00,avc_VehicleEvent,Vehicle detected,2,1488399,26.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:33:24.824000+02:00,avc_VehicleEvent,Vehicle detected,2,1488400,27,1,Car,5,8,flircam,97869098849
2025-03-04T07:33:30.895000+02:00,avc_VehicleEvent,Vehicle detected,2,1488401,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:34:03.194000+02:00,avc_VehicleEvent,Vehicle detected,2,1488402,23.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:34:06.667000+02:00,avc_VehicleEvent,Vehicle detected,1,1488403,17.3,2,Van,6,9,flircam,97869098849
2025-03-04T07:34:12.807000+02:00,avc_VehicleEvent,Vehicle detected,2,1488405,24.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:34:25.551000+02:00,avc_VehicleEvent,Vehicle detected,2,1488406,35.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:34:28.155000+02:00,avc_VehicleEvent,Vehicle detected,2,1488407,33.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:34:30.223000+02:00,avc_VehicleEvent,Vehicle detected,2,1488410,33.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:34:59.653000+02:00,avc_VehicleEvent,Vehicle detected,2,1488411,25.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:07.725000+02:00,avc_VehicleEvent,Vehicle detected,2,1488412,26.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:14.401000+02:00,avc_VehicleEvent,Vehicle detected,4,1488413,16,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T07:35:20.739000+02:00,avc_VehicleEvent,Vehicle detected,4,1488415,10.8,1,Bicycle,1.8,9,flircam,97869098849
2025-03-04T07:35:27.811000+02:00,avc_VehicleEvent,Vehicle detected,2,1488417,38.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:30.151000+02:00,avc_VehicleEvent,Vehicle detected,8,1488418,13.6,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T07:35:31.083000+02:00,avc_VehicleEvent,Vehicle detected,2,1488420,31.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:33.285000+02:00,avc_VehicleEvent,Vehicle detected,2,1488421,32.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:38.427000+02:00,avc_VehicleEvent,Vehicle detected,2,1488422,31.2,2,SmallTruck,7,10,flircam,97869098849
2025-03-04T07:35:40.362000+02:00,avc_VehicleEvent,Vehicle detected,2,1488423,28.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:45.699000+02:00,avc_VehicleEvent,Vehicle detected,2,1488424,21.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:48.968000+02:00,avc_VehicleEvent,Vehicle detected,2,1488425,23.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:50.702000+02:00,avc_VehicleEvent,Vehicle detected,2,1488426,24.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:53.272000+02:00,avc_VehicleEvent,Vehicle detected,2,1488427,27.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:35:55.073000+02:00,avc_VehicleEvent,Vehicle detected,2,1488428,27.3,2,Van,6,8,flircam,97869098849
2025-03-04T07:35:59.384000+02:00,avc_VehicleEvent,Vehicle detected,2,1488429,25.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:05.653000+02:00,avc_VehicleEvent,Vehicle detected,2,1488434,29.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:09.988000+02:00,avc_VehicleEvent,Vehicle detected,2,1488435,36.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:12.991000+02:00,avc_VehicleEvent,Vehicle detected,8,1488436,12.1,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T07:36:17.895000+02:00,avc_VehicleEvent,Vehicle detected,2,1488438,24.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:21.031000+02:00,avc_VehicleEvent,Vehicle detected,2,1488439,27.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:26.571000+02:00,avc_VehicleEvent,Vehicle detected,2,1488440,24.4,1,Car,5,9,flircam,97869098849
2025-03-04T07:36:29.843000+02:00,avc_VehicleEvent,Vehicle detected,2,1488441,26.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:34.848000+02:00,avc_VehicleEvent,Vehicle detected,2,1488442,37.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:42.854000+02:00,avc_VehicleEvent,Vehicle detected,2,1488443,22.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:47.659000+02:00,avc_VehicleEvent,Vehicle detected,2,1488446,26.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:50.796000+02:00,avc_VehicleEvent,Vehicle detected,2,1488447,28.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:36:52.666000+02:00,avc_VehicleEvent,Vehicle detected,2,1488448,30.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:37:01.806000+02:00,avc_VehicleEvent,Vehicle detected,4,1488449,10.9,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T07:37:06.077000+02:00,avc_VehicleEvent,Vehicle detected,2,1488451,38.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:37:09.619000+02:00,avc_VehicleEvent,Vehicle detected,2,1488452,27.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:37:25.030000+02:00,avc_VehicleEvent,Vehicle detected,2,1488453,28.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:37:32.373000+02:00,avc_VehicleEvent,Vehicle detected,2,1488456,37.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:37:34.440000+02:00,avc_VehicleEvent,Vehicle detected,2,1488457,37.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:37:36.376000+02:00,avc_VehicleEvent,Vehicle detected,2,1488458,37,1,Car,5,10,flircam,97869098849
2025-03-04T07:37:37.776000+02:00,avc_VehicleEvent,Vehicle detected,2,1488459,41.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:01.667000+02:00,avc_VehicleEvent,Vehicle detected,2,1488460,26.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:07.139000+02:00,avc_VehicleEvent,Vehicle detected,2,1488461,24.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:12.610000+02:00,avc_VehicleEvent,Vehicle detected,2,1488462,31.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:16.681000+02:00,avc_VehicleEvent,Vehicle detected,2,1488463,34,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:19.283000+02:00,avc_VehicleEvent,Vehicle detected,2,1488464,33.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:23.288000+02:00,avc_VehicleEvent,Vehicle detected,2,1488469,26.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:29.960000+02:00,avc_VehicleEvent,Vehicle detected,2,1488470,24,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:35.099000+02:00,avc_VehicleEvent,Vehicle detected,2,1488471,35.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:37.236000+02:00,avc_VehicleEvent,Vehicle detected,2,1488472,41.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:41.508000+02:00,avc_VehicleEvent,Vehicle detected,2,1488473,35.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:43.841000+02:00,avc_VehicleEvent,Vehicle detected,2,1488474,38.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:45.243000+02:00,avc_VehicleEvent,Vehicle detected,2,1488475,35.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:48.380000+02:00,avc_VehicleEvent,Vehicle detected,2,1488476,24,1,Car,5,10,flircam,97869098849
2025-03-04T07:38:50.515000+02:00,avc_VehicleEvent,Vehicle detected,2,1488477,23.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:07.233000+02:00,avc_VehicleEvent,Vehicle detected,2,1488478,22.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:09.703000+02:00,avc_VehicleEvent,Vehicle detected,2,1488479,21.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:11.371000+02:00,avc_VehicleEvent,Vehicle detected,2,1488480,25,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:15.174000+02:00,avc_VehicleEvent,Vehicle detected,2,1488481,24.1,2,Van,6,8,flircam,97869098849
2025-03-04T07:39:24.952000+02:00,avc_VehicleEvent,Vehicle detected,2,1488482,28,2,Bus,15,10,flircam,97869098849
2025-03-04T07:39:28.953000+02:00,avc_VehicleEvent,Vehicle detected,2,1488483,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:31.756000+02:00,avc_VehicleEvent,Vehicle detected,2,1488484,24.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:34.093000+02:00,avc_VehicleEvent,Vehicle detected,2,1488485,27.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:37.163000+02:00,avc_VehicleEvent,Vehicle detected,2,1488486,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:38.896000+02:00,avc_VehicleEvent,Vehicle detected,2,1488487,35,2,Van,6,6,flircam,97869098849
2025-03-04T07:39:44.902000+02:00,avc_VehicleEvent,Vehicle detected,2,1488488,36.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:47.172000+02:00,avc_VehicleEvent,Vehicle detected,2,1488489,38.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:50.174000+02:00,avc_VehicleEvent,Vehicle detected,2,1488490,28.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:52.176000+02:00,avc_VehicleEvent,Vehicle detected,2,1488491,27,1,Car,5,10,flircam,97869098849
2025-03-04T07:39:56.113000+02:00,avc_VehicleEvent,Vehicle detected,2,1488492,22.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:08.794000+02:00,avc_VehicleEvent,Vehicle detected,2,1488493,27.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:15.934000+02:00,avc_VehicleEvent,Vehicle detected,2,1488494,25.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:24.813000+02:00,avc_VehicleEvent,Vehicle detected,2,1488495,27.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:28.080000+02:00,avc_VehicleEvent,Vehicle detected,2,1488496,29.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:30.081000+02:00,avc_VehicleEvent,Vehicle detected,4,1488497,16.5,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T07:40:33.886000+02:00,avc_VehicleEvent,Vehicle detected,2,1488499,36.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:37.359000+02:00,avc_VehicleEvent,Vehicle detected,2,1488502,35.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:39.023000+02:00,avc_VehicleEvent,Vehicle detected,2,1488503,36.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:41.093000+02:00,avc_VehicleEvent,Vehicle detected,2,1488504,34.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:43.764000+02:00,avc_VehicleEvent,Vehicle detected,2,1488505,34.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:46.201000+02:00,avc_VehicleEvent,Vehicle detected,2,1488506,29.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:50.536000+02:00,avc_VehicleEvent,Vehicle detected,2,1488507,22.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:52.871000+02:00,avc_VehicleEvent,Vehicle detected,2,1488508,25.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:40:59.210000+02:00,avc_VehicleEvent,Vehicle detected,2,1488509,30.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:04.550000+02:00,avc_VehicleEvent,Vehicle detected,2,1488510,38.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:07.485000+02:00,avc_VehicleEvent,Vehicle detected,2,1488511,38.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:09.221000+02:00,avc_VehicleEvent,Vehicle detected,2,1488512,36.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:10.689000+02:00,avc_VehicleEvent,Vehicle detected,2,1488513,37.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:12.890000+02:00,avc_VehicleEvent,Vehicle detected,2,1488514,34.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:14.292000+02:00,avc_VehicleEvent,Vehicle detected,2,1488515,31.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:16.495000+02:00,avc_VehicleEvent,Vehicle detected,2,1488516,31.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:19.265000+02:00,avc_VehicleEvent,Vehicle detected,2,1488517,26,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:22.867000+02:00,avc_VehicleEvent,Vehicle detected,2,1488518,24.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:25.136000+02:00,avc_VehicleEvent,Vehicle detected,2,1488519,24.2,1,Motorcycle,1.8,5,flircam,97869098849
2025-03-04T07:41:25.605000+02:00,avc_VehicleEvent,Vehicle detected,2,1488520,29.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:27.137000+02:00,avc_VehicleEvent,Vehicle detected,2,1488521,23.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:32.142000+02:00,avc_VehicleEvent,Vehicle detected,2,1488522,20.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:36.414000+02:00,avc_VehicleEvent,Vehicle detected,2,1488523,28.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:44.023000+02:00,avc_VehicleEvent,Vehicle detected,2,1488524,30.4,2,Bus,15,10,flircam,97869098849
2025-03-04T07:41:52.364000+02:00,avc_VehicleEvent,Vehicle detected,2,1488525,24.3,2,Bus,15,10,flircam,97869098849
2025-03-04T07:41:55+02:00,avc_VehicleEvent,Vehicle detected,2,1488526,26.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:41:57.536000+02:00,avc_VehicleEvent,Vehicle detected,2,1488527,25.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:03.410000+02:00,avc_VehicleEvent,Vehicle detected,2,1488528,25.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:07.146000+02:00,avc_VehicleEvent,Vehicle detected,2,1488531,25.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:08.680000+02:00,avc_VehicleEvent,Vehicle detected,2,1488532,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:16.423000+02:00,avc_VehicleEvent,Vehicle detected,2,1488533,27,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:22.493000+02:00,avc_VehicleEvent,Vehicle detected,2,1488534,23.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:29.636000+02:00,avc_VehicleEvent,Vehicle detected,2,1488535,42.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:32.438000+02:00,avc_VehicleEvent,Vehicle detected,8,1488536,15.3,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T07:42:32.773000+02:00,avc_VehicleEvent,Vehicle detected,2,1488538,39.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:35.440000+02:00,avc_VehicleEvent,Vehicle detected,2,1488539,37.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:37.507000+02:00,avc_VehicleEvent,Vehicle detected,2,1488540,38.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:39.911000+02:00,avc_VehicleEvent,Vehicle detected,2,1488541,38.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:41.846000+02:00,avc_VehicleEvent,Vehicle detected,2,1488542,37.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:43.649000+02:00,avc_VehicleEvent,Vehicle detected,2,1488543,35.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:45.649000+02:00,avc_VehicleEvent,Vehicle detected,2,1488544,34.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:47.188000+02:00,avc_VehicleEvent,Vehicle detected,2,1488545,32.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:48.986000+02:00,avc_VehicleEvent,Vehicle detected,2,1488546,32,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:51.255000+02:00,avc_VehicleEvent,Vehicle detected,2,1488547,28.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:54.534000+02:00,avc_VehicleEvent,Vehicle detected,2,1488548,25.4,2,Van,6,9,flircam,97869098849
2025-03-04T07:42:56.396000+02:00,avc_VehicleEvent,Vehicle detected,2,1488549,24.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:42:57.665000+02:00,avc_VehicleEvent,Vehicle detected,2,1488550,27.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:03.937000+02:00,avc_VehicleEvent,Vehicle detected,2,1488551,24,2,Van,6,8,flircam,97869098849
2025-03-04T07:43:06.604000+02:00,avc_VehicleEvent,Vehicle detected,2,1488552,23.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:08.752000+02:00,avc_VehicleEvent,Vehicle detected,2,1488553,23.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:10.074000+02:00,avc_VehicleEvent,Vehicle detected,2,1488554,26.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:13.277000+02:00,avc_VehicleEvent,Vehicle detected,2,1488555,25.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:16.215000+02:00,avc_VehicleEvent,Vehicle detected,2,1488556,28.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:18.482000+02:00,avc_VehicleEvent,Vehicle detected,2,1488559,25.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:20.284000+02:00,avc_VehicleEvent,Vehicle detected,2,1488560,30.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:23.021000+02:00,avc_VehicleEvent,Vehicle detected,2,1488561,35.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:25.957000+02:00,avc_VehicleEvent,Vehicle detected,2,1488562,35.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:27.157000+02:00,avc_VehicleEvent,Vehicle detected,2,1488563,33.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:41.573000+02:00,avc_VehicleEvent,Vehicle detected,2,1488564,23,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:43.641000+02:00,avc_VehicleEvent,Vehicle detected,2,1488565,26.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:46.177000+02:00,avc_VehicleEvent,Vehicle detected,2,1488566,36.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:43:49.383000+02:00,avc_VehicleEvent,Vehicle detected,2,1488567,28.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:06.199000+02:00,avc_VehicleEvent,Vehicle detected,2,1488570,20.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:17.474000+02:00,avc_VehicleEvent,Vehicle detected,2,1488573,49.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:20.945000+02:00,avc_VehicleEvent,Vehicle detected,2,1488574,24.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:22.412000+02:00,avc_VehicleEvent,Vehicle detected,2,1488575,34.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:26.452000+02:00,avc_VehicleEvent,Vehicle detected,1,1488576,18.4,2,Bus,15,10,flircam,97869098849
2025-03-04T07:44:34.860000+02:00,avc_VehicleEvent,Vehicle detected,2,1488578,35.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:36.260000+02:00,avc_VehicleEvent,Vehicle detected,2,1488579,35.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:41.131000+02:00,avc_VehicleEvent,Vehicle detected,2,1488580,23.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:52.077000+02:00,avc_VehicleEvent,Vehicle detected,2,1488581,34.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:53.878000+02:00,avc_VehicleEvent,Vehicle detected,2,1488582,32.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:56.814000+02:00,avc_VehicleEvent,Vehicle detected,2,1488583,38.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:44:59.017000+02:00,avc_VehicleEvent,Vehicle detected,2,1488584,39.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:02.820000+02:00,avc_VehicleEvent,Vehicle detected,2,1488585,24.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:04.955000+02:00,avc_VehicleEvent,Vehicle detected,2,1488586,24.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:17.136000+02:00,avc_VehicleEvent,Vehicle detected,2,1488587,22.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:20.537000+02:00,avc_VehicleEvent,Vehicle detected,2,1488588,22.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:26.478000+02:00,avc_VehicleEvent,Vehicle detected,2,1488589,27.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:36.287000+02:00,avc_VehicleEvent,Vehicle detected,2,1488590,26.3,2,Van,6,9,flircam,97869098849
2025-03-04T07:45:39.758000+02:00,avc_VehicleEvent,Vehicle detected,2,1488591,41.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:41.894000+02:00,avc_VehicleEvent,Vehicle detected,2,1488592,31.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:45.966000+02:00,avc_VehicleEvent,Vehicle detected,2,1488593,24.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:50.168000+02:00,avc_VehicleEvent,Vehicle detected,2,1488594,25.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:52.637000+02:00,avc_VehicleEvent,Vehicle detected,2,1488595,29.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:45:55.239000+02:00,avc_VehicleEvent,Vehicle detected,2,1488596,35.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:00.979000+02:00,avc_VehicleEvent,Vehicle detected,2,1488597,31.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:03.549000+02:00,avc_VehicleEvent,Vehicle detected,2,1488598,31.5,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:05.686000+02:00,avc_VehicleEvent,Vehicle detected,2,1488599,33.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:07.752000+02:00,avc_VehicleEvent,Vehicle detected,2,1488600,31.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:15.292000+02:00,avc_VehicleEvent,Vehicle detected,2,1488601,25.7,2,Bus,15,10,flircam,97869098849
2025-03-04T07:46:18.232000+02:00,avc_VehicleEvent,Vehicle detected,2,1488602,23.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:19.499000+02:00,avc_VehicleEvent,Vehicle detected,2,1488603,28.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:22.969000+02:00,avc_VehicleEvent,Vehicle detected,2,1488604,21.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:25.304000+02:00,avc_VehicleEvent,Vehicle detected,2,1488605,24.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:27.581000+02:00,avc_VehicleEvent,Vehicle detected,2,1488608,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:29.643000+02:00,avc_VehicleEvent,Vehicle detected,2,1488609,25.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:32.311000+02:00,avc_VehicleEvent,Vehicle detected,2,1488610,25.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:36.183000+02:00,avc_VehicleEvent,Vehicle detected,2,1488611,22.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:37.915000+02:00,avc_VehicleEvent,Vehicle detected,2,1488614,22.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:43.154000+02:00,avc_VehicleEvent,Vehicle detected,2,1488615,24.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:44.891000+02:00,avc_VehicleEvent,Vehicle detected,2,1488616,28.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:47.061000+02:00,avc_VehicleEvent,Vehicle detected,2,1488619,28.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:51.329000+02:00,avc_VehicleEvent,Vehicle detected,2,1488620,25.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:55.334000+02:00,avc_VehicleEvent,Vehicle detected,2,1488621,22.6,1,Car,5,10,flircam,97869098849
2025-03-04T07:46:59.070000+02:00,avc_VehicleEvent,Vehicle detected,2,1488622,24.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:00.707000+02:00,avc_VehicleEvent,Vehicle detected,2,1488623,24.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:02.708000+02:00,avc_VehicleEvent,Vehicle detected,2,1488624,25,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:04.710000+02:00,avc_VehicleEvent,Vehicle detected,2,1488625,27.1,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:10.383000+02:00,avc_VehicleEvent,Vehicle detected,2,1488626,35.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:13.518000+02:00,avc_VehicleEvent,Vehicle detected,2,1488629,36.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:13.718000+02:00,avc_VehicleEvent,Vehicle detected,4,1488630,16.6,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T07:47:15.887000+02:00,avc_VehicleEvent,Vehicle detected,2,1488632,34,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:17.689000+02:00,avc_VehicleEvent,Vehicle detected,2,1488633,33.3,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:21.762000+02:00,avc_VehicleEvent,Vehicle detected,2,1488636,23,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:23.828000+02:00,avc_VehicleEvent,Vehicle detected,2,1488637,22.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:26.964000+02:00,avc_VehicleEvent,Vehicle detected,2,1488638,22.7,2,Van,6,9,flircam,97869098849
2025-03-04T07:47:29.834000+02:00,avc_VehicleEvent,Vehicle detected,2,1488639,28.7,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:33.104000+02:00,avc_VehicleEvent,Vehicle detected,2,1488640,28,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:36.678000+02:00,avc_VehicleEvent,Vehicle detected,2,1488641,24,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:39.145000+02:00,avc_VehicleEvent,Vehicle detected,2,1488642,25,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:41.214000+02:00,avc_VehicleEvent,Vehicle detected,2,1488643,30.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:49.420000+02:00,avc_VehicleEvent,Vehicle detected,2,1488646,27.9,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:51.222000+02:00,avc_VehicleEvent,Vehicle detected,2,1488647,29.4,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:52.956000+02:00,avc_VehicleEvent,Vehicle detected,2,1488648,43.2,1,Car,5,10,flircam,97869098849
2025-03-04T07:47:55.895000+02:00,avc_VehicleEvent,Vehicle detected,2,1488649,27.8,1,Car,5,10,flircam,97869098849
2025-03-04T07:48:00.003000+02:00,avc_VehicleEvent,Vehicle detected,2,1488650,29.9,1,Car,5,10,flircam,97869098849
