time,type,text,avc_Vehicle.lane_id,avc_Vehicle.vehicle_id,avc_Vehicle.speed,avc_Vehicle.vehicle_class,avc_Vehicle.vehicle_class_ai,avc_Vehicle.length,avc_Vehicle.confidence,avc_Vehicle.detector_type,source.id
2025-03-04T18:53:10.185000+02:00,avc_VehicleEvent,Vehicle detected,2,1499702,25.8,1,Car,5,10,flircam,97869098849
2025-03-04T18:53:30.006000+02:00,avc_VehicleEvent,Vehicle detected,2,1499703,38.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:01.904000+02:00,avc_VehicleEvent,Vehicle detected,2,1499704,26.9,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:04.506000+02:00,avc_VehicleEvent,Vehicle detected,2,1499705,29.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:09.379000+02:00,avc_VehicleEvent,Vehicle detected,8,1499706,14.7,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T18:54:10.779000+02:00,avc_VehicleEvent,Vehicle detected,2,1499708,40.8,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:12.847000+02:00,avc_VehicleEvent,Vehicle detected,2,1499709,38.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:15.985000+02:00,avc_VehicleEvent,Vehicle detected,4,1499710,4.1,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T18:54:20.555000+02:00,avc_VehicleEvent,Vehicle detected,2,1499712,36.6,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:36.236000+02:00,avc_VehicleEvent,Vehicle detected,2,1499713,46.6,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:39.706000+02:00,avc_VehicleEvent,Vehicle detected,2,1499714,26.8,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:41.643000+02:00,avc_VehicleEvent,Vehicle detected,2,1499715,29.1,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:43.977000+02:00,avc_VehicleEvent,Vehicle detected,2,1499716,33.5,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:46.780000+02:00,avc_VehicleEvent,Vehicle detected,2,1499717,26.5,1,Car,5,10,flircam,97869098849
2025-03-04T18:54:53.590000+02:00,avc_VehicleEvent,Vehicle detected,4,1499718,9.2,1,Bicycle,1.8,9,flircam,97869098849
2025-03-04T18:55:15.081000+02:00,avc_VehicleEvent,Vehicle detected,2,1499722,42.6,2,Bus,15,10,flircam,97869098849
2025-03-04T18:55:23.150000+02:00,avc_VehicleEvent,Vehicle detected,2,1499723,25.4,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:29.757000+02:00,avc_VehicleEvent,Vehicle detected,2,1499724,19.2,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:33.228000+02:00,avc_VehicleEvent,Vehicle detected,2,1499725,23.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:34.765000+02:00,avc_VehicleEvent,Vehicle detected,2,1499726,25.4,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:39.334000+02:00,avc_VehicleEvent,Vehicle detected,2,1499727,33.8,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:42.269000+02:00,avc_VehicleEvent,Vehicle detected,2,1499728,31.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:45.480000+02:00,avc_VehicleEvent,Vehicle detected,2,1499729,21.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:47.942000+02:00,avc_VehicleEvent,Vehicle detected,2,1499730,22.4,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:53.014000+02:00,avc_VehicleEvent,Vehicle detected,2,1499731,20.4,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:54.882000+02:00,avc_VehicleEvent,Vehicle detected,2,1499734,24.1,1,Car,5,10,flircam,97869098849
2025-03-04T18:55:58.287000+02:00,avc_VehicleEvent,Vehicle detected,2,1499735,24.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:56:01.556000+02:00,avc_VehicleEvent,Vehicle detected,2,1499736,23.4,1,Car,5,10,flircam,97869098849
2025-03-04T18:56:19.776000+02:00,avc_VehicleEvent,Vehicle detected,2,1499737,35.8,2,Bus,15,10,flircam,97869098849
2025-03-04T18:56:22.042000+02:00,avc_VehicleEvent,Vehicle detected,2,1499738,36.2,1,Car,5,10,flircam,97869098849
2025-03-04T18:56:28.650000+02:00,avc_VehicleEvent,Vehicle detected,2,1499739,24.9,1,Car,5,10,flircam,97869098849
2025-03-04T18:56:32.656000+02:00,avc_VehicleEvent,Vehicle detected,2,1499740,35,1,Car,5,10,flircam,97869098849
2025-03-04T18:56:42.932000+02:00,avc_VehicleEvent,Vehicle detected,2,1499747,35.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:56:45.736000+02:00,avc_VehicleEvent,Vehicle detected,2,1499748,35.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:56:53.741000+02:00,avc_VehicleEvent,Vehicle detected,2,1499749,27.1,1,Car,5,10,flircam,97869098849
2025-03-04T18:57:14.594000+02:00,avc_VehicleEvent,Vehicle detected,2,1499752,23.4,1,Car,5,10,flircam,97869098849
2025-03-04T18:57:15.929000+02:00,avc_VehicleEvent,Vehicle detected,2,1499753,26.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:57:30.946000+02:00,avc_VehicleEvent,Vehicle detected,2,1499754,28.5,1,Car,5,10,flircam,97869098849
2025-03-04T18:57:39.019000+02:00,avc_VehicleEvent,Vehicle detected,2,1499755,24.8,2,Bus,15,10,flircam,97869098849
2025-03-04T18:57:49.631000+02:00,avc_VehicleEvent,Vehicle detected,2,1499756,39.5,1,Car,5,10,flircam,97869098849
2025-03-04T18:57:51.901000+02:00,avc_VehicleEvent,Vehicle detected,2,1499757,40,1,Car,5,10,flircam,97869098849
2025-03-04T18:57:54.968000+02:00,avc_VehicleEvent,Vehicle detected,2,1499758,27.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:57:58.908000+02:00,avc_VehicleEvent,Vehicle detected,2,1499759,26.9,2,Bus,15,10,flircam,97869098849
2025-03-04T18:58:06.528000+02:00,avc_VehicleEvent,Vehicle detected,2,1499760,30.2,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:08.786000+02:00,avc_VehicleEvent,Vehicle detected,2,1499761,26.8,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:13.687000+02:00,avc_VehicleEvent,Vehicle detected,2,1499762,27.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:16.557000+02:00,avc_VehicleEvent,Vehicle detected,2,1499763,27.2,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:21.161000+02:00,avc_VehicleEvent,Vehicle detected,2,1499766,26,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:22.566000+02:00,avc_VehicleEvent,Vehicle detected,2,1499767,26.1,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:27.304000+02:00,avc_VehicleEvent,Vehicle detected,2,1499768,32.9,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:31.372000+02:00,avc_VehicleEvent,Vehicle detected,2,1499769,26.1,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:35.577000+02:00,avc_VehicleEvent,Vehicle detected,2,1499770,20.5,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:43.117000+02:00,avc_VehicleEvent,Vehicle detected,2,1499771,24.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:50.891000+02:00,avc_VehicleEvent,Vehicle detected,2,1499772,22.7,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:53.994000+02:00,avc_VehicleEvent,Vehicle detected,2,1499773,22.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:55.997000+02:00,avc_VehicleEvent,Vehicle detected,2,1499774,23.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:58:58.865000+02:00,avc_VehicleEvent,Vehicle detected,2,1499775,22.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:12.819000+02:00,avc_VehicleEvent,Vehicle detected,2,1499776,24.3,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:26.628000+02:00,avc_VehicleEvent,Vehicle detected,2,1499777,33.2,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:30.032000+02:00,avc_VehicleEvent,Vehicle detected,2,1499778,36,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:32.233000+02:00,avc_VehicleEvent,Vehicle detected,2,1499779,32,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:34.568000+02:00,avc_VehicleEvent,Vehicle detected,2,1499780,28.9,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:38.309000+02:00,avc_VehicleEvent,Vehicle detected,2,1499781,35.2,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:43.646000+02:00,avc_VehicleEvent,Vehicle detected,2,1499782,28.9,1,Car,5,10,flircam,97869098849
2025-03-04T18:59:57.992000+02:00,avc_VehicleEvent,Vehicle detected,2,1499783,33.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:00:04.835000+02:00,avc_VehicleEvent,Vehicle detected,2,1499784,23,1,Car,5,10,flircam,97869098849
2025-03-04T19:00:30.494000+02:00,avc_VehicleEvent,Vehicle detected,2,1499791,25.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:00:33.694000+02:00,avc_VehicleEvent,Vehicle detected,2,1499792,40.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:00:41.568000+02:00,avc_VehicleEvent,Vehicle detected,4,1499793,11.2,1,Bicycle,1.8,7,flircam,97869098849
2025-03-04T19:00:46.775000+02:00,avc_VehicleEvent,Vehicle detected,2,1499795,21.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:01.789000+02:00,avc_VehicleEvent,Vehicle detected,2,1499796,30.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:04.526000+02:00,avc_VehicleEvent,Vehicle detected,2,1499797,31.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:20.174000+02:00,avc_VehicleEvent,Vehicle detected,2,1499798,24.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:23.443000+02:00,avc_VehicleEvent,Vehicle detected,2,1499801,23.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:25.847000+02:00,avc_VehicleEvent,Vehicle detected,2,1499802,23.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:28.182000+02:00,avc_VehicleEvent,Vehicle detected,2,1499803,28.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:30.519000+02:00,avc_VehicleEvent,Vehicle detected,2,1499804,25.7,1,Car,5,9,flircam,97869098849
2025-03-04T19:01:36.523000+02:00,avc_VehicleEvent,Vehicle detected,2,1499805,37.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:37.860000+02:00,avc_VehicleEvent,Vehicle detected,2,1499806,36.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:40.664000+02:00,avc_VehicleEvent,Vehicle detected,2,1499807,35,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:44.601000+02:00,avc_VehicleEvent,Vehicle detected,2,1499808,22.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:53.741000+02:00,avc_VehicleEvent,Vehicle detected,2,1499809,31.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:56.344000+02:00,avc_VehicleEvent,Vehicle detected,2,1499810,35.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:01:58.545000+02:00,avc_VehicleEvent,Vehicle detected,2,1499811,26.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:00.416000+02:00,avc_VehicleEvent,Vehicle detected,2,1499812,29.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:06.887000+02:00,avc_VehicleEvent,Vehicle detected,2,1499813,31.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:08.090000+02:00,avc_VehicleEvent,Vehicle detected,2,1499816,32.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:09.426000+02:00,avc_VehicleEvent,Vehicle detected,2,1499817,35.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:10.894000+02:00,avc_VehicleEvent,Vehicle detected,2,1499818,32.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:21.837000+02:00,avc_VehicleEvent,Vehicle detected,2,1499821,19.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:23.307000+02:00,avc_VehicleEvent,Vehicle detected,2,1499822,25.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:28.242000+02:00,avc_VehicleEvent,Vehicle detected,2,1499823,27.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:35.216000+02:00,avc_VehicleEvent,Vehicle detected,2,1499824,29.1,2,Bus,15,10,flircam,97869098849
2025-03-04T19:02:40.559000+02:00,avc_VehicleEvent,Vehicle detected,2,1499825,25.2,2,Bus,15,10,flircam,97869098849
2025-03-04T19:02:42.360000+02:00,avc_VehicleEvent,Vehicle detected,2,1499826,26.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:48.062000+02:00,avc_VehicleEvent,Vehicle detected,2,1499827,25.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:51.065000+02:00,avc_VehicleEvent,Vehicle detected,2,1499828,29.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:02:57.071000+02:00,avc_VehicleEvent,Vehicle detected,2,1499829,20.6,2,Bus,15,10,flircam,97869098849
2025-03-04T19:03:00.741000+02:00,avc_VehicleEvent,Vehicle detected,2,1499830,18.6,2,Bus,15,9,flircam,97869098849
2025-03-04T19:03:02.543000+02:00,avc_VehicleEvent,Vehicle detected,2,1499831,31.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:06.480000+02:00,avc_VehicleEvent,Vehicle detected,2,1499832,19.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:08.751000+02:00,avc_VehicleEvent,Vehicle detected,2,1499833,21.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:11.626000+02:00,avc_VehicleEvent,Vehicle detected,2,1499834,29.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:12.627000+02:00,avc_VehicleEvent,Vehicle detected,8,1499835,14.9,1,Bicycle,1.8,10,flircam,97869098849
2025-03-04T19:03:16.161000+02:00,avc_VehicleEvent,Vehicle detected,2,1499837,37.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:24.098000+02:00,avc_VehicleEvent,Vehicle detected,2,1499838,21.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:29.569000+02:00,avc_VehicleEvent,Vehicle detected,2,1499839,26.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:37.110000+02:00,avc_VehicleEvent,Vehicle detected,2,1499840,25.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:44.586000+02:00,avc_VehicleEvent,Vehicle detected,2,1499841,21.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:48.991000+02:00,avc_VehicleEvent,Vehicle detected,2,1499842,24,1,Car,5,10,flircam,97869098849
2025-03-04T19:03:52.793000+02:00,avc_VehicleEvent,Vehicle detected,2,1499843,44.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:04:13.951000+02:00,avc_VehicleEvent,Vehicle detected,2,1499844,26.8,2,Bus,15,10,flircam,97869098849
2025-03-04T19:04:16.651000+02:00,avc_VehicleEvent,Vehicle detected,2,1499845,25,1,Car,5,10,flircam,97869098849
2025-03-04T19:04:22.056000+02:00,avc_VehicleEvent,Vehicle detected,2,1499846,33.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:04:23.660000+02:00,avc_VehicleEvent,Vehicle detected,2,1499847,32.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:04:26.261000+02:00,avc_VehicleEvent,Vehicle detected,2,1499850,29.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:04:38.138000+02:00,avc_VehicleEvent,Vehicle detected,2,1499851,26,1,Car,5,10,flircam,97869098849
2025-03-04T19:04:49.150000+02:00,avc_VehicleEvent,Vehicle detected,2,1499852,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:00.363000+02:00,avc_VehicleEvent,Vehicle detected,2,1499853,36.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:03.833000+02:00,avc_VehicleEvent,Vehicle detected,2,1499854,24.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:21.981000+02:00,avc_VehicleEvent,Vehicle detected,2,1499857,37.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:25.052000+02:00,avc_VehicleEvent,Vehicle detected,2,1499858,26.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:29.658000+02:00,avc_VehicleEvent,Vehicle detected,2,1499859,24.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:31.993000+02:00,avc_VehicleEvent,Vehicle detected,2,1499860,30,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:38.199000+02:00,avc_VehicleEvent,Vehicle detected,2,1499861,25.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:50.481000+02:00,avc_VehicleEvent,Vehicle detected,2,1499862,27.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:05:56.018000+02:00,avc_VehicleEvent,Vehicle detected,2,1499863,26.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:04.491000+02:00,avc_VehicleEvent,Vehicle detected,2,1499864,41.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:09.030000+02:00,avc_VehicleEvent,Vehicle detected,2,1499867,29.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:16.104000+02:00,avc_VehicleEvent,Vehicle detected,2,1499868,42.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:18.773000+02:00,avc_VehicleEvent,Vehicle detected,2,1499869,25.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:22.577000+02:00,avc_VehicleEvent,Vehicle detected,2,1499870,28.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:29.116000+02:00,avc_VehicleEvent,Vehicle detected,2,1499871,25.3,2,Bus,15,10,flircam,97869098849
2025-03-04T19:06:30.852000+02:00,avc_VehicleEvent,Vehicle detected,2,1499872,27.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:32.452000+02:00,avc_VehicleEvent,Vehicle detected,2,1499873,27.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:35.455000+02:00,avc_VehicleEvent,Vehicle detected,2,1499874,26,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:37.528000+02:00,avc_VehicleEvent,Vehicle detected,2,1499875,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:39.460000+02:00,avc_VehicleEvent,Vehicle detected,2,1499876,28,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:43.664000+02:00,avc_VehicleEvent,Vehicle detected,2,1499879,20.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:46.065000+02:00,avc_VehicleEvent,Vehicle detected,2,1499880,23,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:48.201000+02:00,avc_VehicleEvent,Vehicle detected,2,1499881,22.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:53.206000+02:00,avc_VehicleEvent,Vehicle detected,2,1499882,23.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:06:58.279000+02:00,avc_VehicleEvent,Vehicle detected,2,1499883,25.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:03.984000+02:00,avc_VehicleEvent,Vehicle detected,2,1499884,24.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:05.985000+02:00,avc_VehicleEvent,Vehicle detected,2,1499885,39.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:08.254000+02:00,avc_VehicleEvent,Vehicle detected,2,1499886,27.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:11.058000+02:00,avc_VehicleEvent,Vehicle detected,2,1499887,28,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:16.103000+02:00,avc_VehicleEvent,Vehicle detected,2,1499888,24.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:18.434000+02:00,avc_VehicleEvent,Vehicle detected,2,1499889,26,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:24.238000+02:00,avc_VehicleEvent,Vehicle detected,2,1499890,27.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:33.846000+02:00,avc_VehicleEvent,Vehicle detected,2,1499891,46,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:38.386000+02:00,avc_VehicleEvent,Vehicle detected,2,1499892,37.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:46.060000+02:00,avc_VehicleEvent,Vehicle detected,2,1499895,27.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:49.865000+02:00,avc_VehicleEvent,Vehicle detected,2,1499896,22.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:53.735000+02:00,avc_VehicleEvent,Vehicle detected,2,1499897,23.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:07:56.806000+02:00,avc_VehicleEvent,Vehicle detected,2,1499898,23.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:02.810000+02:00,avc_VehicleEvent,Vehicle detected,2,1499899,27.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:04.613000+02:00,avc_VehicleEvent,Vehicle detected,2,1499900,29,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:12.219000+02:00,avc_VehicleEvent,Vehicle detected,2,1499903,46.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:18.026000+02:00,avc_VehicleEvent,Vehicle detected,2,1499904,39.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:24.765000+02:00,avc_VehicleEvent,Vehicle detected,2,1499905,27.5,2,Van,6,6,flircam,97869098849
2025-03-04T19:08:26.098000+02:00,avc_VehicleEvent,Vehicle detected,2,1499906,26.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:27.701000+02:00,avc_VehicleEvent,Vehicle detected,2,1499907,26.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:29.569000+02:00,avc_VehicleEvent,Vehicle detected,2,1499908,27.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:33.106000+02:00,avc_VehicleEvent,Vehicle detected,2,1499909,22.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:34.508000+02:00,avc_VehicleEvent,Vehicle detected,2,1499910,23.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:36.643000+02:00,avc_VehicleEvent,Vehicle detected,2,1499911,26.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:40.114000+02:00,avc_VehicleEvent,Vehicle detected,2,1499912,25.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:41.915000+02:00,avc_VehicleEvent,Vehicle detected,2,1499913,25.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:50.794000+02:00,avc_VehicleEvent,Vehicle detected,2,1499914,37.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:53.793000+02:00,avc_VehicleEvent,Vehicle detected,2,1499915,38.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:56.930000+02:00,avc_VehicleEvent,Vehicle detected,2,1499916,39.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:08:58.665000+02:00,avc_VehicleEvent,Vehicle detected,2,1499917,38.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:00.674000+02:00,avc_VehicleEvent,Vehicle detected,2,1499918,38.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:03.136000+02:00,avc_VehicleEvent,Vehicle detected,2,1499919,26.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:05.341000+02:00,avc_VehicleEvent,Vehicle detected,2,1499920,30.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:08.409000+02:00,avc_VehicleEvent,Vehicle detected,2,1499921,23.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:11.012000+02:00,avc_VehicleEvent,Vehicle detected,2,1499922,26.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:14.683000+02:00,avc_VehicleEvent,Vehicle detected,2,1499923,23.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:22.157000+02:00,avc_VehicleEvent,Vehicle detected,2,1499926,28.2,2,Bus,15,10,flircam,97869098849
2025-03-04T19:09:25.159000+02:00,avc_VehicleEvent,Vehicle detected,2,1499927,22.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:27.227000+02:00,avc_VehicleEvent,Vehicle detected,2,1499928,23.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:38.306000+02:00,avc_VehicleEvent,Vehicle detected,2,1499929,41.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:43.177000+02:00,avc_VehicleEvent,Vehicle detected,2,1499930,29.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:09:55.556000+02:00,avc_VehicleEvent,Vehicle detected,2,1499933,24.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:02.363000+02:00,avc_VehicleEvent,Vehicle detected,2,1499936,35.4,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:03.831000+02:00,avc_VehicleEvent,Vehicle detected,2,1499937,33.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:07.169000+02:00,avc_VehicleEvent,Vehicle detected,2,1499938,25.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:08.703000+02:00,avc_VehicleEvent,Vehicle detected,2,1499939,28.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:11.838000+02:00,avc_VehicleEvent,Vehicle detected,2,1499940,27.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:16.310000+02:00,avc_VehicleEvent,Vehicle detected,2,1499941,20.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:18.313000+02:00,avc_VehicleEvent,Vehicle detected,2,1499942,22.7,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:25.651000+02:00,avc_VehicleEvent,Vehicle detected,2,1499943,23.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:28.455000+02:00,avc_VehicleEvent,Vehicle detected,2,1499944,26,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:37.196000+02:00,avc_VehicleEvent,Vehicle detected,2,1499945,27.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:38.934000+02:00,avc_VehicleEvent,Vehicle detected,2,1499946,28.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:40.801000+02:00,avc_VehicleEvent,Vehicle detected,2,1499947,36.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:43.005000+02:00,avc_VehicleEvent,Vehicle detected,2,1499948,35.6,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:45.405000+02:00,avc_VehicleEvent,Vehicle detected,2,1499949,33.5,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:48.877000+02:00,avc_VehicleEvent,Vehicle detected,2,1499950,23.8,1,Car,5,10,flircam,97869098849
2025-03-04T19:10:52.346000+02:00,avc_VehicleEvent,Vehicle detected,2,1499951,21.1,1,Car,5,10,flircam,97869098849
2025-03-04T19:11:02.622000+02:00,avc_VehicleEvent,Vehicle detected,2,1499952,36.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:11:10.897000+02:00,avc_VehicleEvent,Vehicle detected,2,1499953,28,1,Car,5,10,flircam,97869098849
2025-03-04T19:11:19.041000+02:00,avc_VehicleEvent,Vehicle detected,2,1499954,27.9,1,Car,5,10,flircam,97869098849
2025-03-04T19:11:42.296000+02:00,avc_VehicleEvent,Vehicle detected,2,1499955,35.2,1,Car,5,10,flircam,97869098849
2025-03-04T19:11:45.298000+02:00,avc_VehicleEvent,Vehicle detected,2,1499956,32.3,1,Car,5,10,flircam,97869098849
2025-03-04T19:11:58.980000+02:00,avc_VehicleEvent,Vehicle detected,2,1499957,25.3,1,Car,5,10,flircam,97869098849
